time	left_hip_pitch_joint_actual	left_hip_roll_joint_actual	left_hip_yaw_joint_actual	left_knee_joint_actual	left_ankle_pitch_joint_actual	left_ankle_roll_joint_actual	right_hip_pitch_joint_actual	right_hip_roll_joint_actual	right_hip_yaw_joint_actual	right_knee_joint_actual	right_ankle_pitch_joint_actual	right_ankle_roll_joint_actual	waist_roll_joint_actual	waist_yaw_joint_actual	left_shoulder_pitch_joint_actual	left_shoulder_roll_joint_actual	left_shoulder_yaw_joint_actual	left_elbow_joint_actual	left_wrist_roll_joint_actual	left_wrist_pitch_joint_actual	left_wrist_yaw_joint_actual	right_shoulder_pitch_joint_actual	right_shoulder_roll_joint_actual	right_shoulder_yaw_joint_actual	right_elbow_joint_actual	right_wrist_roll_joint_actual	right_wrist_pitch_joint_actual	right_wrist_yaw_joint_actual	left_hip_pitch_joint_ref	left_hip_roll_joint_ref	left_hip_yaw_joint_ref	left_knee_joint_ref	left_ankle_pitch_joint_ref	left_ankle_roll_joint_ref	right_hip_pitch_joint_ref	right_hip_roll_joint_ref	right_hip_yaw_joint_ref	right_knee_joint_ref	right_ankle_pitch_joint_ref	right_ankle_roll_joint_ref	waist_roll_joint_ref	waist_yaw_joint_ref	left_shoulder_pitch_joint_ref	left_shoulder_roll_joint_ref	left_shoulder_yaw_joint_ref	left_elbow_joint_ref	left_wrist_roll_joint_ref	left_wrist_pitch_joint_ref	left_wrist_yaw_joint_ref	right_shoulder_pitch_joint_ref	right_shoulder_roll_joint_ref	right_shoulder_yaw_joint_ref	right_elbow_joint_ref	right_wrist_roll_joint_ref	right_wrist_pitch_joint_ref	right_wrist_yaw_joint_ref	left_hip_pitch_joint_error	left_hip_roll_joint_error	left_hip_yaw_joint_error	left_knee_joint_error	left_ankle_pitch_joint_error	left_ankle_roll_joint_error	right_hip_pitch_joint_error	right_hip_roll_joint_error	right_hip_yaw_joint_error	right_knee_joint_error	right_ankle_pitch_joint_error	right_ankle_roll_joint_error	waist_roll_joint_error	waist_yaw_joint_error	left_shoulder_pitch_joint_error	left_shoulder_roll_joint_error	left_shoulder_yaw_joint_error	left_elbow_joint_error	left_wrist_roll_joint_error	left_wrist_pitch_joint_error	left_wrist_yaw_joint_error	right_shoulder_pitch_joint_error	right_shoulder_roll_joint_error	right_shoulder_yaw_joint_error	right_elbow_joint_error	right_wrist_roll_joint_error	right_wrist_pitch_joint_error	right_wrist_yaw_joint_error
16.820000	-0.588269	0.082796	0.168587	0.353924	-0.054881	-0.168510	-0.020100	0.007575	0.040471	0.237999	-0.261264	-0.081768	-0.030562	0.063055	0.216897	0.176821	-0.674382	1.392692	-0.190438	0.162738	-0.201984	-0.389155	-0.368982	0.786275	1.150852	0.107529	0.368729	0.309050	-0.567860	0.052488	0.177684	0.386560	-0.146713	-0.159144	-0.080827	-0.067535	0.052521	0.132418	-0.397152	0.052194	-0.050960	0.070910	0.260719	0.229105	-0.592692	1.394546	-0.193747	0.207181	-0.235562	-0.602352	-0.432404	0.885497	1.099271	0.161773	0.331637	0.241795	-0.020409	0.030308	-0.009096	-0.032636	0.091831	-0.009366	0.060728	0.075110	-0.012050	0.105581	0.135888	-0.133962	0.020398	-0.007855	-0.043822	-0.052284	-0.081690	-0.001854	0.003308	-0.044443	0.033578	0.213197	0.063423	-0.099222	0.051581	-0.054245	0.037092	0.067255
16.840000	-0.600995	0.055200	0.179565	0.289862	-0.086937	-0.163312	-0.012830	0.002511	0.044735	0.253206	-0.293083	-0.079394	-0.038409	0.075286	0.240820	0.173055	-0.659157	1.390915	-0.189830	0.172216	-0.210011	-0.416977	-0.377851	0.811027	1.138082	0.126855	0.357885	0.289617	-0.548502	0.023857	0.184619	0.354320	-0.103974	-0.119896	-0.082434	-0.086304	0.055436	0.118320	-0.416144	0.052121	-0.059067	0.084860	0.290395	0.231025	-0.590004	1.353275	-0.178543	0.224138	-0.244774	-0.619225	-0.418699	0.901395	1.099056	0.201051	0.328737	0.244430	-0.052493	0.031343	-0.005055	-0.064459	0.017037	-0.043416	0.069603	0.088815	-0.010700	0.134887	0.123061	-0.131515	0.020659	-0.009574	-0.049575	-0.057971	-0.069153	0.037639	-0.011287	-0.051922	0.034764	0.202248	0.040847	-0.090368	0.039027	-0.074195	0.029148	0.045187
16.860000	-0.616128	0.023869	0.188183	0.253042	-0.106451	-0.149695	0.005594	-0.007515	0.048117	0.256751	-0.321227	-0.078539	-0.052484	0.088874	0.267281	0.174071	-0.646164	1.376587	-0.184843	0.183392	-0.219450	-0.440923	-0.381857	0.833487	1.131354	0.151919	0.348150	0.273419	-0.520884	0.000892	0.192011	0.333522	-0.072621	-0.094507	-0.078611	-0.100952	0.046158	0.118960	-0.284145	0.047045	-0.073757	0.092344	0.329285	0.234970	-0.589427	1.293622	-0.158942	0.239028	-0.256417	-0.622075	-0.411863	0.910368	1.107507	0.236965	0.322650	0.257924	-0.095244	0.022977	-0.003829	-0.080480	-0.033830	-0.055189	0.084205	0.093437	0.001958	0.137791	-0.037082	-0.125583	0.021273	-0.003470	-0.062004	-0.060899	-0.056737	0.082965	-0.025901	-0.055637	0.036967	0.181152	0.030005	-0.076881	0.023846	-0.085047	0.025500	0.015495
16.880000	-0.625274	-0.012204	0.193091	0.230968	-0.111678	-0.132324	0.032672	-0.024531	0.051610	0.254692	-0.347982	-0.078937	-0.074746	0.103427	0.297479	0.179170	-0.634473	1.350837	-0.176084	0.195835	-0.229891	-0.461613	-0.380538	0.853332	1.130215	0.179397	0.339269	0.262250	-0.490522	-0.019578	0.186709	0.316443	-0.030511	-0.081545	-0.065466	-0.112465	0.038766	0.157328	0.028691	0.045162	-0.092447	0.098066	0.372228	0.250603	-0.578720	1.252906	-0.140653	0.250069	-0.265185	-0.608805	-0.419453	0.917250	1.126664	0.264602	0.312653	0.269415	-0.134753	0.007374	0.006382	-0.085475	-0.081167	-0.050779	0.098138	0.087934	0.012844	0.097364	-0.376673	-0.124099	0.017701	0.005360	-0.074748	-0.071433	-0.055753	0.097932	-0.035431	-0.054234	0.035294	0.147192	0.038915	-0.063918	0.003551	-0.085205	0.026615	-0.007164
16.900000	-0.625488	-0.048137	0.187423	0.215220	-0.099650	-0.115381	0.058480	-0.044728	0.056006	0.261931	-0.377295	-0.075961	-0.100357	0.119206	0.329713	0.185030	-0.623171	1.321061	-0.164196	0.208756	-0.240590	-0.482024	-0.375501	0.870457	1.135140	0.206453	0.330610	0.256499	-0.462514	-0.041454	0.172247	0.305336	0.054252	-0.073032	-0.045483	-0.120706	0.038726	0.237735	0.561253	0.043755	-0.107487	0.093364	0.402538	0.273417	-0.568026	1.237799	-0.118544	0.257198	-0.269343	-0.580891	-0.428090	0.922923	1.163419	0.285734	0.300099	0.278885	-0.162973	-0.006683	0.015175	-0.090116	-0.153902	-0.042349	0.103964	0.075978	0.017280	0.024195	-0.938548	-0.119716	0.007130	0.025842	-0.072825	-0.088387	-0.055145	0.083262	-0.045652	-0.048442	0.028753	0.098867	0.052589	-0.052466	-0.028279	-0.079281	0.030511	-0.022386
16.920000	-0.614323	-0.074791	0.170056	0.198970	-0.069156	-0.099673	0.071041	-0.057083	0.053881	0.296886	-0.404856	-0.064575	-0.117345	0.133827	0.360432	0.186742	-0.611249	1.296535	-0.148482	0.221262	-0.250359	-0.502822	-0.368482	0.885348	1.147953	0.232443	0.321819	0.255068	-0.446137	-0.059540	0.152617	0.274953	0.114748	-0.055510	-0.029735	-0.130044	0.032657	0.340151	1.154985	0.028025	-0.117567	0.087634	0.406088	0.284354	-0.543207	1.246020	-0.087488	0.260039	-0.264624	-0.559203	-0.431071	0.935946	1.203702	0.310268	0.293355	0.273865	-0.168186	-0.015252	0.017439	-0.075983	-0.183904	-0.044164	0.100775	0.072961	0.021224	-0.043265	-1.559841	-0.092600	0.000222	0.046193	-0.045656	-0.097613	-0.068042	0.050515	-0.060994	-0.038778	0.014265	0.056382	0.062589	-0.050598	-0.055749	-0.077826	0.028464	-0.018797
16.940000	-0.586639	-0.090429	0.146846	0.175472	-0.027421	-0.082011	0.068716	-0.056098	0.039199	0.364326	-0.420370	-0.053384	-0.120848	0.143544	0.385928	0.183540	-0.596527	1.283609	-0.127823	0.232525	-0.257753	-0.518719	-0.359978	0.898740	1.168925	0.257036	0.313000	0.255320	-0.435931	-0.074294	0.133504	0.236742	0.142566	-0.017790	-0.016788	-0.148609	0.013854	0.430147	1.650820	-0.009433	-0.125605	0.091456	0.392072	0.292208	-0.502584	1.268859	-0.048875	0.258943	-0.254832	-0.539136	-0.421038	0.948096	1.241650	0.327548	0.284988	0.254809	-0.150708	-0.016136	0.013342	-0.061270	-0.169987	-0.064221	0.085504	0.092510	0.025344	-0.065820	-2.071191	-0.043951	0.004756	0.052089	-0.006144	-0.108668	-0.093942	0.014750	-0.078948	-0.026418	-0.002921	0.020417	0.061060	-0.049356	-0.072725	-0.070513	0.028012	0.000511
16.960000	-0.543396	-0.100924	0.126466	0.149718	0.015400	-0.059135	0.058063	-0.048961	0.010675	0.454199	-0.415874	-0.055592	-0.118226	0.148137	0.403956	0.179877	-0.578565	1.282577	-0.101933	0.241978	-0.261972	-0.523818	-0.349824	0.909271	1.196726	0.279038	0.303883	0.254564	-0.427037	-0.086267	0.119292	0.208606	0.158390	0.021999	-0.011653	-0.173247	-0.010331	0.507202	1.928205	-0.056526	-0.129810	0.100141	0.383161	0.306055	-0.471284	1.291743	-0.006473	0.258180	-0.249236	-0.516959	-0.413716	0.938289	1.282067	0.339549	0.269217	0.234948	-0.116359	-0.014657	0.007174	-0.058888	-0.142990	-0.081134	0.069717	0.124286	0.021006	-0.053003	-2.344079	0.000934	0.011584	0.047996	0.020795	-0.126179	-0.107281	-0.009167	-0.095460	-0.016203	-0.012735	-0.006860	0.063892	-0.029019	-0.085341	-0.060511	0.034666	0.019616
16.980000	-0.492291	-0.111112	0.112237	0.133763	0.051055	-0.032303	0.041121	-0.046501	-0.027397	0.558995	-0.385803	-0.063092	-0.117962	0.151220	0.414056	0.179947	-0.558803	1.288617	-0.073038	0.249574	-0.263231	-0.516850	-0.338417	0.913488	1.229696	0.298797	0.294029	0.251415	-0.411780	-0.094413	0.106285	0.189360	0.144030	0.047265	-0.026245	-0.194591	-0.033981	0.575573	1.982842	-0.095886	-0.132053	0.108312	0.367126	0.316755	-0.448639	1.298068	0.023591	0.261240	-0.246603	-0.484860	-0.399367	0.904520	1.323438	0.355827	0.255491	0.219953	-0.080511	-0.016699	0.005952	-0.055598	-0.092975	-0.079567	0.067366	0.148090	0.006584	-0.016578	-2.368646	0.032794	0.014091	0.042908	0.046930	-0.136808	-0.110163	-0.009451	-0.096629	-0.011666	-0.016627	-0.031990	0.060950	0.008968	-0.093742	-0.057030	0.038538	0.031462
17.000000	-0.439360	-0.122595	0.101672	0.130960	0.076972	-0.005586	0.015942	-0.054304	-0.067072	0.674089	-0.326270	-0.075892	-0.122753	0.155867	0.416295	0.184451	-0.538327	1.296514	-0.044813	0.255868	-0.262233	-0.500278	-0.326967	0.910398	1.265775	0.318554	0.283838	0.245795	-0.388032	-0.102102	0.095565	0.170421	0.135608	0.061282	-0.058080	-0.206774	-0.062070	0.648693	1.889846	-0.131936	-0.131474	0.116571	0.338699	0.322084	-0.428315	1.297969	0.042307	0.270836	-0.245401	-0.442911	-0.381644	0.875851	1.361613	0.381478	0.253077	0.210491	-0.051329	-0.020492	0.006108	-0.039461	-0.058636	-0.066868	0.074021	0.152470	-0.005002	0.025396	-2.216115	0.056044	0.008722	0.039295	0.077597	-0.137633	-0.110012	-0.001455	-0.087120	-0.014968	-0.016833	-0.057368	0.054677	0.034547	-0.095838	-0.062924	0.030760	0.035303
17.020000	-0.385687	-0.133839	0.094826	0.134131	0.098403	0.018134	-0.018341	-0.072154	-0.107154	0.793176	-0.233522	-0.094401	-0.128602	0.162606	0.410230	0.191513	-0.518553	1.303908	-0.020169	0.261648	-0.259797	-0.476723	-0.318104	0.902245	1.302208	0.339489	0.274556	0.238256	-0.354444	-0.111146	0.092863	0.152671	0.155380	0.072478	-0.095134	-0.209725	-0.096829	0.728077	1.744732	-0.166730	-0.128044	0.128293	0.302735	0.326672	-0.417952	1.298724	0.049929	0.280727	-0.244823	-0.395988	-0.372548	0.855485	1.391006	0.405260	0.258065	0.201444	-0.031243	-0.022692	0.001963	-0.018539	-0.056977	-0.054344	0.076793	0.137571	-0.010324	0.065099	-1.978254	0.072329	-0.000559	0.034313	0.107495	-0.135159	-0.100601	0.005184	-0.070098	-0.019079	-0.014974	-0.080735	0.054444	0.046760	-0.088798	-0.065771	0.016491	0.036812
17.040000	-0.347236	-0.149360	0.087112	0.132956	0.162258	0.043809	-0.063079	-0.110073	-0.146730	0.900566	-0.062884	-0.118920	-0.144705	0.168914	0.391135	0.202680	-0.499966	1.309727	-0.000837	0.267361	-0.256724	-0.447887	-0.310353	0.890352	1.336435	0.358859	0.267139	0.229484	-0.315451	-0.119588	0.098980	0.141272	0.183146	0.089150	-0.130429	-0.218029	-0.127623	0.804303	1.617539	-0.189352	-0.124915	0.143751	0.262855	0.318466	-0.405330	1.293004	0.049466	0.287554	-0.246211	-0.353062	-0.366897	0.832139	1.410536	0.409484	0.259952	0.195717	-0.031785	-0.029773	-0.011869	-0.008316	-0.020888	-0.045341	0.067350	0.107957	-0.019107	0.096263	-1.680423	0.070432	-0.019790	0.025163	0.128279	-0.115786	-0.094636	0.016723	-0.050303	-0.020193	-0.010513	-0.094825	0.056544	0.058213	-0.074101	-0.050625	0.007187	0.033767
17.060000	-0.317862	-0.165798	0.093507	0.144647	0.191261	0.059470	-0.112456	-0.158315	-0.178171	0.992812	0.119565	-0.139218	-0.162048	0.172213	0.360134	0.213481	-0.482517	1.312104	0.013749	0.272864	-0.253879	-0.412521	-0.304643	0.875833	1.366456	0.371759	0.261664	0.220608	-0.278714	-0.125014	0.115685	0.137007	0.144684	0.122534	-0.174914	-0.218734	-0.159043	0.862522	1.513049	-0.195328	-0.126385	0.151694	0.233353	0.302346	-0.397285	1.276978	0.052949	0.286559	-0.251606	-0.340500	-0.356084	0.807464	1.411144	0.392733	0.256730	0.198367	-0.039148	-0.040784	-0.022177	0.007640	0.046577	-0.063063	0.062458	0.060419	-0.019127	0.130290	-1.393484	0.056111	-0.035663	0.020518	0.126781	-0.088864	-0.085232	0.035127	-0.039200	-0.013695	-0.002273	-0.072021	0.051442	0.068369	-0.044687	-0.020974	0.004934	0.022240
17.080000	-0.290961	-0.191892	0.100047	0.161009	0.145541	0.067247	-0.155330	-0.209044	-0.189236	1.025805	0.388214	-0.158094	-0.184093	0.171111	0.320338	0.221405	-0.468538	1.306252	0.024037	0.277512	-0.251931	-0.377817	-0.299186	0.860188	1.386760	0.375798	0.257982	0.213004	-0.230507	-0.102850	0.130216	0.147311	0.309664	0.162598	-0.223784	-0.222198	-0.178454	0.945729	1.113051	-0.200796	-0.119073	0.145529	0.221192	0.272976	-0.418657	1.249734	0.047586	0.282645	-0.254776	-0.321534	-0.357602	0.787452	1.393468	0.369814	0.259310	0.204284	-0.060454	-0.089042	-0.030169	0.013699	-0.164123	-0.095351	0.068454	0.013155	-0.010782	0.080076	-0.724837	0.042702	-0.065020	0.025582	0.099146	-0.051571	-0.049881	0.056519	-0.023549	-0.005133	0.002845	-0.056283	0.058415	0.072736	-0.006708	0.005984	-0.001328	0.008720
17.100000	-0.264889	-0.202933	0.106644	0.165126	0.103992	0.073639	-0.205340	-0.234576	-0.181222	1.044488	0.585438	-0.175466	-0.180507	0.166824	0.278250	0.217536	-0.462451	1.290596	0.028811	0.280692	-0.250643	-0.352381	-0.302751	0.844362	1.393396	0.371866	0.255978	0.207092	-0.172035	-0.061859	0.122009	0.157585	0.476064	0.208784	-0.280398	-0.231079	-0.183350	1.090802	0.525670	-0.215567	-0.097897	0.127574	0.174975	0.259250	-0.456824	1.218805	0.031590	0.276114	-0.247687	-0.270805	-0.400665	0.773580	1.378712	0.345687	0.259241	0.197906	-0.092854	-0.141074	-0.015365	0.007541	-0.372072	-0.135145	0.075058	-0.003497	0.002129	-0.046313	0.059768	0.040101	-0.082611	0.039249	0.103275	-0.041714	-0.005627	0.071791	-0.002779	0.004578	-0.002956	-0.081577	0.097913	0.070782	0.014684	0.026179	-0.003263	0.009186
17.120000	-0.243753	-0.197873	0.105688	0.165160	0.072106	0.080361	-0.272554	-0.240518	-0.174140	1.091373	0.627811	-0.189311	-0.149124	0.152940	0.231341	0.205853	-0.466040	1.271676	0.029852	0.281985	-0.248781	-0.332047	-0.315419	0.828699	1.390280	0.363702	0.254623	0.202135	-0.130925	-0.027666	0.097946	0.186624	0.450628	0.248991	-0.332479	-0.242121	-0.180593	1.182273	0.289887	-0.221667	-0.087790	0.113574	0.094909	0.284290	-0.498042	1.219804	0.030531	0.268484	-0.231544	-0.213637	-0.437866	0.764866	1.377589	0.335537	0.248439	0.190873	-0.112828	-0.170207	0.007743	-0.021465	-0.378521	-0.168630	0.059925	0.001603	0.006452	-0.090900	0.337924	0.032355	-0.061335	0.039366	0.136432	-0.078437	0.032003	0.051871	-0.000679	0.013501	-0.017237	-0.118411	0.122447	0.063833	0.012690	0.028166	0.006183	0.011262
17.140000	-0.223414	-0.180648	0.092724	0.168110	0.043817	0.087672	-0.341029	-0.234298	-0.180412	1.153030	0.572098	-0.202340	-0.100055	0.129434	0.178458	0.196246	-0.478866	1.255832	0.029179	0.281370	-0.245126	-0.307892	-0.331621	0.813213	1.385435	0.357550	0.252422	0.197330	-0.101597	0.005171	0.058504	0.204057	0.299345	0.294065	-0.388853	-0.244888	-0.182114	1.220848	0.209948	-0.236980	-0.088361	0.095988	0.017475	0.314360	-0.549830	1.218254	0.023486	0.263474	-0.217298	-0.162920	-0.448765	0.749934	1.387095	0.349883	0.233512	0.178750	-0.121817	-0.185819	0.034220	-0.035946	-0.255528	-0.206392	0.047824	0.010589	0.001702	-0.067819	0.362150	0.034640	-0.011694	0.033447	0.160982	-0.118114	0.070965	0.037578	0.005693	0.017896	-0.027829	-0.144972	0.117144	0.063279	-0.001659	0.007667	0.018911	0.018580
17.160000	-0.198631	-0.157007	0.069524	0.173429	0.015805	0.094142	-0.398928	-0.221801	-0.197136	1.209652	0.482560	-0.215882	-0.048962	0.099743	0.120605	0.197298	-0.500276	1.242255	0.024854	0.278928	-0.239257	-0.275088	-0.344460	0.796275	1.382734	0.356576	0.248625	0.191981	-0.068283	0.026430	0.015734	0.220753	0.183145	0.310239	-0.458723	-0.235134	-0.195011	1.237313	0.186884	-0.252194	-0.081289	0.071749	-0.065243	0.350321	-0.611873	1.198786	-0.000130	0.250562	-0.204836	-0.114673	-0.444881	0.720097	1.386739	0.363846	0.224276	0.169343	-0.130349	-0.183437	0.053790	-0.047324	-0.167341	-0.216097	0.059795	0.013333	-0.002125	-0.027661	0.295675	0.036312	0.032326	0.027994	0.185848	-0.153023	0.111597	0.043469	0.024984	0.028366	-0.034421	-0.160414	0.100421	0.076178	-0.004005	-0.007270	0.024349	0.022638
17.180000	-0.170389	-0.132064	0.041908	0.180550	-0.012614	0.098887	-0.448389	-0.206291	-0.213870	1.252891	0.396448	-0.227535	-0.008347	0.068194	0.057662	0.212201	-0.528658	1.227821	0.015362	0.274658	-0.231404	-0.233863	-0.349939	0.775509	1.380611	0.356199	0.243246	0.186364	-0.051167	0.034612	-0.012739	0.232733	0.157049	0.283462	-0.520812	-0.221579	-0.205743	1.243039	0.169093	-0.246180	-0.059031	0.047175	-0.151782	0.381662	-0.669960	1.169743	-0.026376	0.242186	-0.196176	-0.078067	-0.418436	0.675473	1.375415	0.347763	0.212490	0.171084	-0.119222	-0.166676	0.054647	-0.052183	-0.169663	-0.184575	0.072423	0.015288	-0.008127	0.009851	0.227355	0.018644	0.050685	0.021019	0.209444	-0.169461	0.141303	0.058078	0.041738	0.032473	-0.035228	-0.155796	0.068497	0.100036	0.005196	0.008436	0.030756	0.015280
17.200000	-0.141823	-0.109780	0.014501	0.188654	-0.040888	0.099320	-0.494879	-0.190394	-0.222947	1.279462	0.326283	-0.232437	0.015487	0.038035	-0.011221	0.238978	-0.560322	1.212065	0.003481	0.269553	-0.222220	-0.187732	-0.346349	0.750230	1.378573	0.353764	0.236852	0.182055	-0.050797	0.025680	-0.034161	0.235766	0.227602	0.244392	-0.567392	-0.207779	-0.211920	1.240532	0.137461	-0.220669	-0.038147	0.025432	-0.239463	0.410692	-0.707481	1.150864	-0.035267	0.252152	-0.188642	-0.048079	-0.373752	0.631622	1.373689	0.344588	0.213538	0.188906	-0.091026	-0.135460	0.048662	-0.047112	-0.268490	-0.145072	0.072513	0.017385	-0.011028	0.038930	0.188823	-0.011768	0.053634	0.012603	0.228241	-0.171714	0.147158	0.061201	0.038748	0.017401	-0.033578	-0.139653	0.027403	0.118608	0.004883	0.009176	0.023314	-0.006851
17.220000	-0.113734	-0.091583	-0.011386	0.194875	-0.067308	0.093196	-0.538117	-0.175683	-0.224273	1.283906	0.271585	-0.227512	0.023323	0.009983	-0.085492	0.272033	-0.591231	1.196691	-0.007422	0.265445	-0.212405	-0.140585	-0.334642	0.722411	1.378162	0.352138	0.230958	0.181096	-0.050099	0.016380	-0.047584	0.230473	0.367074	0.194239	-0.598611	-0.185023	-0.218927	1.218815	0.105099	-0.187703	-0.014117	0.008329	-0.299144	0.430688	-0.730414	1.141338	-0.039375	0.269707	-0.182697	-0.032191	-0.340391	0.598870	1.375199	0.351829	0.222724	0.211846	-0.063635	-0.107963	0.036198	-0.035599	-0.434382	-0.101043	0.060493	0.009340	-0.005346	0.065091	0.166486	-0.039810	0.037440	0.001654	0.213652	-0.158654	0.139183	0.055353	0.031954	-0.004262	-0.029708	-0.108394	0.005749	0.123542	0.002962	0.000309	0.008234	-0.030751
17.240000	-0.086004	-0.074226	-0.034638	0.197227	-0.092088	0.081047	-0.574106	-0.159014	-0.221124	1.259065	0.229151	-0.213276	0.023426	-0.016207	-0.160091	0.304274	-0.618132	1.182410	-0.016737	0.263722	-0.202596	-0.097109	-0.319026	0.695657	1.380204	0.352972	0.227158	0.184671	-0.046848	0.007181	-0.057694	0.222746	0.471040	0.147592	-0.623652	-0.154929	-0.226254	1.181577	0.088562	-0.155690	0.008381	-0.008958	-0.320324	0.439042	-0.737530	1.141338	-0.044472	0.286951	-0.177474	-0.033359	-0.330227	0.584762	1.380901	0.360925	0.237710	0.233588	-0.039155	-0.081408	0.023056	-0.025518	-0.563128	-0.066545	0.049546	-0.004085	0.005129	0.077489	0.140589	-0.057585	0.015045	-0.007249	0.160233	-0.134769	0.119398	0.041072	0.027736	-0.023229	-0.025122	-0.063750	0.011201	0.110895	-0.000697	-0.007953	-0.010552	-0.048917
17.260000	-0.060887	-0.058359	-0.055280	0.196739	-0.115173	0.074200	-0.602690	-0.141289	-0.215431	1.205704	0.193193	-0.192177	0.019890	-0.042295	-0.230871	0.333229	-0.642467	1.167659	-0.024691	0.264950	-0.192890	-0.060690	-0.302368	0.671074	1.385677	0.354994	0.226406	0.192369	-0.035585	-0.010850	-0.084481	0.214552	0.509843	0.103237	-0.649535	-0.126415	-0.225822	1.139259	0.052027	-0.124977	0.022517	-0.034340	-0.393284	0.461405	-0.762924	1.115347	-0.047804	0.300140	-0.163835	-0.019842	-0.307709	0.566588	1.398830	0.360857	0.249840	0.241567	-0.025302	-0.047509	0.029200	-0.017813	-0.625016	-0.029037	0.046844	-0.014874	0.010391	0.066444	0.141166	-0.067200	-0.002627	-0.007956	0.162413	-0.128176	0.120457	0.052312	0.023112	-0.035191	-0.029056	-0.040848	0.005341	0.104486	-0.013152	-0.005863	-0.023434	-0.049198
17.280000	-0.039761	-0.046444	-0.076540	0.194303	-0.136430	0.070717	-0.624028	-0.128238	-0.210417	1.128119	0.159468	-0.168893	0.012696	-0.069147	-0.298082	0.359420	-0.668526	1.149612	-0.031824	0.268769	-0.182791	-0.030165	-0.286299	0.648422	1.393728	0.353414	0.228633	0.202408	-0.029535	-0.025328	-0.105301	0.209214	0.469962	0.067622	-0.654204	-0.114847	-0.227110	1.056615	0.035771	-0.114533	0.023468	-0.051962	-0.437481	0.485258	-0.807278	1.089304	-0.054398	0.303625	-0.149402	-0.007230	-0.295178	0.555831	1.404778	0.334295	0.257896	0.243830	-0.010226	-0.021116	0.028761	-0.014911	-0.606392	0.003094	0.030176	-0.013391	0.016693	0.071503	0.123697	-0.054360	-0.010772	-0.017185	0.139399	-0.125838	0.138751	0.060307	0.022574	-0.034857	-0.033388	-0.022935	0.008879	0.092591	-0.011051	0.019119	-0.029263	-0.041422
17.300000	-0.022488	-0.041169	-0.096159	0.191416	-0.156646	0.069131	-0.635430	-0.126466	-0.212943	1.026000	0.131426	-0.149839	0.001124	-0.094366	-0.359517	0.382992	-0.697765	1.127080	-0.038511	0.273793	-0.171957	-0.003279	-0.272274	0.627423	1.400681	0.344456	0.233237	0.213065	-0.015414	-0.041714	-0.114228	0.203736	0.405843	0.051016	-0.661051	-0.112414	-0.242048	0.950465	0.049577	-0.120227	0.019633	-0.072807	-0.454563	0.502448	-0.854884	1.062720	-0.059128	0.296143	-0.134899	0.012524	-0.278370	0.538911	1.398369	0.300678	0.264417	0.245700	-0.007074	0.000545	0.018069	-0.012320	-0.562489	0.018115	0.025621	-0.014053	0.029105	0.075535	0.081849	-0.029612	-0.018510	-0.021560	0.095047	-0.119456	0.157119	0.064360	0.020617	-0.022350	-0.037058	-0.015803	0.006095	0.088512	0.002312	0.043778	-0.031180	-0.032636
17.320000	-0.005958	-0.043294	-0.110022	0.186333	-0.176281	0.069369	-0.635477	-0.133807	-0.225271	0.898517	0.115413	-0.136302	-0.014580	-0.114442	-0.411894	0.404930	-0.729889	1.100011	-0.043391	0.278320	-0.160131	0.021224	-0.260406	0.607110	1.403123	0.330500	0.239501	0.223288	0.014795	-0.046076	-0.124103	0.202488	0.382047	0.030737	-0.658342	-0.109873	-0.252843	0.815648	0.093083	-0.110301	0.009438	-0.097343	-0.500794	0.526485	-0.897869	1.019830	-0.052842	0.283516	-0.117683	0.045049	-0.257096	0.520605	1.383261	0.283245	0.270309	0.250378	-0.020753	0.002782	0.014081	-0.016154	-0.558328	0.038632	0.022865	-0.023933	0.027572	0.082869	0.022330	-0.026001	-0.024018	-0.017099	0.088900	-0.121555	0.167980	0.080180	0.009451	-0.005196	-0.042448	-0.023825	-0.003311	0.086505	0.019862	0.047256	-0.030808	-0.027090
17.340000	0.013619	-0.050857	-0.117012	0.177297	-0.195099	0.069822	-0.623188	-0.139144	-0.238942	0.746835	0.111279	-0.124051	-0.033492	-0.128478	-0.455372	0.426554	-0.763349	1.068940	-0.045711	0.281301	-0.146829	0.044537	-0.249113	0.586489	1.400281	0.315995	0.246742	0.233208	0.044874	-0.038639	-0.139303	0.195156	0.412701	-0.004292	-0.640813	-0.093849	-0.258289	0.678896	0.101526	-0.089971	-0.007185	-0.119808	-0.575482	0.541786	-0.922818	0.965214	-0.048496	0.275360	-0.094158	0.072491	-0.242567	0.495167	1.370961	0.274263	0.275921	0.268127	-0.031255	-0.012218	0.022291	-0.017859	-0.607799	0.074114	0.017625	-0.045295	0.019348	0.067939	0.009752	-0.034080	-0.026307	-0.008670	0.120110	-0.115232	0.159468	0.103726	0.002785	0.005941	-0.052671	-0.027954	-0.006546	0.091322	0.029319	0.041732	-0.029178	-0.034918
